Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,FarePerPerson,TicketLength,FareLog,AgeSquared,FamilyFare,AgeClass,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Don,Title_Dr,Title_Jonkheer,Title_Lady,Title_Major,Title_Master,Title_Miss,Title_Mlle,Title_Mr,Title_Mrs,Title_Ms,Title_Rev,AgeGroup_Child,AgeGroup_Teen,AgeGroup_YoungAdult,AgeGroup_Adult,AgeGroup_Senior
-2.0735384996634125,-0.1593396831777613,-0.4189195241312852,0.0,1.4757400211285159,-0.4189195241312853,0.4412104562073147,2.0179402439973733,-0.6156591212121774,1.4252023024122091,-0.2639210637499663,0.5986267138894354,-1.7008796762911205,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.6707606077197743,-0.8708098964366023,1.8422364615411937,0.0,-0.6200168930080511,1.8422364615411937,-2.2664920695581228,-0.9479363672996519,0.7497630882088892,-0.5959324422194704,-0.7982635631736923,-0.18270434363819418,-0.21554916721522555,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.6707606077197743,-0.1593396831777613,-0.4189195241312852,0.0,-0.6223199225840254,-0.4189195241312853,0.4412104562073147,-0.543115294288494,-0.9570146735674441,-0.6005661253751372,-0.2639210637499663,-0.5494258561229365,0.48802844234704046,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
-2.0735384996634125,2.212227694351709,-0.4189195241312852,0.0,1.1579219396440696,-0.4189195241312853,0.4412104562073147,1.6299867156950136,-0.6156591212121774,1.2450636134258,2.443414266663578,0.42471754302038245,-0.9191267767774915,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.6707606077197743,-0.1593396831777613,-0.4189195241312852,0.0,-0.6219330136152617,-0.4189195241312853,0.4412104562073147,-0.5426430030366477,-0.9570146735674441,-0.5997866831249613,-0.2639210637499663,-0.5492141406105742,0.48802844234704046,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.6707606077197743,-0.1593396831777613,-0.4189195241312852,0.0,-0.5739563014885661,-0.4189195241312853,0.4412104562073147,-0.48407888780770014,-0.27430356885691076,-0.5060949181284589,-0.2639210637499663,-0.5229614170776458,0.48802844234704046,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-2.0735384996634125,-0.1593396831777613,-0.4189195241312852,0.0,1.1579219396440696,-0.4189195241312853,0.4412104562073147,1.6299867156950136,-0.27430356885691076,1.2450636134258,-0.2639210637499663,0.42471754302038245,-1.7008796762911205,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-2.0735384996634125,2.0936493254752353,-0.4189195241312852,0.0,1.8461408738916063,-0.4189195241312853,0.4412104562073147,2.4700804024316136,-0.6156591212121774,1.6114028311263815,2.2742058085127317,0.8013090310576351,-0.958214421753173,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.6707606077197743,-0.5150747898071818,-0.4189195241312852,0.0,-0.6223199225840254,-0.4189195241312853,0.4412104562073147,-0.543115294288494,-0.9570146735674441,-0.6005661253751372,-0.5471225884445411,-0.5494258561229365,0.13623963756590746,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.7013889459718191,-0.5150747898071818,-0.4189195241312852,0.0,-0.0903200905339737,-0.4189195241312853,0.4412104562073147,0.1062851770002385,1.0911186405641558,0.211505414104772,-0.5471225884445411,-0.258317026624739,-0.8409514868261286,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.6707606077197743,-0.1593396831777613,-0.4189195241312852,0.0,-0.5758724220957767,-0.4189195241312853,0.4412104562073147,-0.48641785400732024,-0.27430356885691076,-0.5097286543967544,-0.2639210637499663,-0.5240099129483926,0.48802844234704046,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
-0.7013889459718191,0.43355216120460627,-0.4189195241312852,0.0,-0.1571079482372269,-0.4189195241312853,0.4412104562073147,0.02475871090771367,1.0911186405641558,0.13031832351035516,0.27932714399748837,-0.29486315673490227,-0.21554916721522555,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.6707606077197743,-0.1593396831777613,1.8422364615411937,0.0,0.04402023069175617,1.8422364615411937,-2.2664920695581228,-0.5426486255515506,-0.9570146735674441,0.3627938571005689,-0.2639210637499663,0.5440141933910203,0.48802844234704046,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.6707606077197743,-0.1593396831777613,-0.4189195241312852,0.0,-0.5605250330014843,-0.4189195241312853,0.4412104562073147,-0.4676836343507482,-0.27430356885691076,-0.4808637434559933,-0.2639210637499663,-0.5156118642913535,0.48802844234704046,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.6707606077197743,-0.1593396831777613,-0.4189195241312852,0.0,-0.6219330136152617,-0.4189195241312853,0.4412104562073147,-0.5426430030366477,-0.9570146735674441,-0.5997866831249613,-0.2639210637499663,-0.5492141406105742,0.48802844234704046,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
