Pclass,Age,SibSp,Parch,Fare,FamilySize,IsAlone,FarePerPerson,TicketLength,FareLog,AgeSquared,FamilyFare,AgeClass,Sex_female,Sex_male,Embarked_C,Embarked_Q,Embarked_S,Title_Don,Title_Dr,Title_Jonkheer,Title_Lady,Title_Major,Title_Master,Title_Miss,Title_Mlle,Title_Mr,Title_Mrs,Title_Ms,Title_Rev,Title_Sir,AgeGroup_Child,AgeGroup_Teen,AgeGroup_YoungAdult,AgeGroup_Adult,AgeGroup_Senior
0.6895203063046228,-0.19548520326590607,1.8851719258765112,-0.40436804215159416,-0.6338984860528438,0.9521006304198942,-1.4105259066508964,-0.9393273591519757,-0.2638384180174277,-0.5348903418877687,-0.34553448066383136,-0.20362925496934917,0.3582254167522588,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
-2.1075443991289706,0.9179956929189655,0.7025613406818474,0.9144231862291734,2.6895792263302476,0.9521006304198942,-1.4105259066508964,0.6536721203856097,-0.60416033249384,1.8488238323632746,0.8413905031979159,2.205025943640921,-1.0965592179065253,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.6895203063046228,0.006965868767706948,0.7025613406818474,-0.40436804215159416,-0.08966128271477612,0.21257997837521317,-1.4105259066508964,-0.39083630880505904,3.139380726746697,0.2391968446730496,-0.16055915850355906,-0.09913385058339334,0.5711207291413491,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
-2.1075443991289706,1.9302510530870305,-0.48004924451281655,-0.40436804215159416,0.6476618153727972,-0.5269406736694678,0.7089554295208694,1.5322849173492663,-0.9444822469702525,0.8740735680702215,2.280087453333367,-0.21094621982788433,-0.7417336972580415,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
-2.1075443991289706,1.221672300969385,-0.48004924451281655,-0.40436804215159416,0.8091952033214722,-0.5269406736694678,0.7089554295208694,1.7645620305413414,0.4168054109353972,0.9815084929524868,1.237032164485165,-0.17192301699610146,-0.9901115617119802,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-2.1075443991289706,0.006965868767706948,-0.48004924451281655,-0.40436804215159416,0.6788962983469821,-0.5269406736694678,0.7089554295208694,1.5771985765588155,-0.2638384180174277,0.8955043188580605,-0.16055915850355906,-0.2034005998175199,-1.4159021864901609,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.6895203063046228,-0.600387347333132,-0.48004924451281655,-0.40436804215159416,-0.7408529277523249,-0.5269406736694678,0.7089554295208694,-0.46433138751159375,0.7571273254118096,-0.7548804816905688,-0.6743794978376488,-0.5463833275613572,-0.06756520802592197,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.6895203063046228,-1.005289491400358,0.7025613406818474,-0.40436804215159416,-0.7979609206229435,0.21257997837521317,-1.4105259066508964,-0.9000864312025904,0.07648349645898476,-0.8883317200851178,-0.9484170121491633,-0.44135561398194306,-0.4933558328041027,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0.6895203063046228,-2.0175448515684233,4.250393096265839,0.9144231862291734,0.9155211693635333,3.1706625865539375,-1.4105259066508964,-0.7251935495872571,-0.2638384180174277,1.0479537980688618,-1.3937279729053744,2.5175957069502566,-1.5578323947495545,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.6895203063046228,-0.802838419366745,-0.48004924451281655,-0.40436804215159416,-0.5913060092698647,-0.5269406736694678,0.7089554295208694,-0.24929023129617736,-0.9444822469702525,-0.4561265644679312,-0.8182491928511939,-0.5102558135723397,-0.28046052041501235,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
